id,R-ids,datasets,input_reaction,expected_reaction,wrong_reactions,llm_predicted,is_balanced,exact_match,final_status,error
872,['golden_dataset_1733'],['golden_dataset'],[Cl:32][P:30]([Cl:33])([Cl:31])=[O:29].[NH:6]([NH:5][C:4]([C:3]1=[C:2]([Cl:1])[CH:28]=[CH:27][C:25](=[CH:24]1)[Cl:26])=[O:23])[C:7](=[O:34])[C:8]=2[CH:22]=[CH:21][C:11]([O:12][CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH3:20])=[CH:10][CH:9]=2>>[CH:9]=1[CH:10]=[C:11]([O:12][CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH3:20])[CH:21]=[CH:22][C:8]=1[C:7]2=[N:6][N:5]=[C:4]([O:23]2)[C:3]=3[CH:24]=[C:25]([Cl:26])[CH:27]=[CH:28][C:2]=3[Cl:1],N(NC(C1=C(Cl)C=CC(=C1)Cl)=O)C(=O)C=2C=CC(OCCCCCCCC)=CC=2>>C=1C=C(OCCCCCCCC)C=CC=1C2=NN=C(O2)C=3C=C(Cl)C=CC=3Cl.O,[],[Cl:32][P:30]([Cl:33])([Cl:31])=[O:29].[NH:6]([NH:5][C:4]([C:3]1=[C:2]([Cl:1])[CH:28]=[CH:27][C:25](=[CH:24]1)[Cl:26])=[O:23])[C:7](=[O:34])[C:8]=2[CH:22]=[CH:21][C:11]([O:12][CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH3:20])=[CH:10][CH:9]=2>>[CH:9]=1[CH:10]=[C:11]([O:12][CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH3:20])[CH:21]=[CH:22][C:8]=1[C:7]2=[N:6][N:5]=[C:4]([O:23]2)[C:3]=3[CH:24]=[C:25]([Cl:26])[CH:27]=[CH:28][C:2]=3[Cl:1].O=P(Cl)(Cl)Cl,False,False,unbalanced,
873,['golden_dataset_1796'],['golden_dataset'],[BH3:42].[CH3:2][C:1]([CH3:3])([CH3:4])[C:5]1=[C:6]([O:7][CH2:8][CH2:9][CH:10]([OH:13])[C:11]([OH:12])=[O:43])[C:14]([C:15]([CH3:16])([CH3:17])[CH3:18])=[CH:19][C:20]([S:21][C:22]([CH3:24])([CH3:23])[S:25][C:26]=2[CH:40]=[C:35]([C:33](=[C:28]([CH:27]=2)[C:29]([CH3:32])([CH3:30])[CH3:31])[OH:34])[C:36]([CH3:37])([CH3:38])[CH3:39])=[CH:41]1>>[CH3:37][C:36]([CH3:38])([CH3:39])[C:35]=1[C:33](=[C:28]([CH:27]=[C:26]([CH:40]=1)[S:25][C:22]([CH3:24])([CH3:23])[S:21][C:20]=2[CH:19]=[C:14]([C:15]([CH3:16])([CH3:17])[CH3:18])[C:6](=[C:5]([C:1]([CH3:2])([CH3:3])[CH3:4])[CH:41]=2)[O:7][CH2:8][CH2:9][CH:10]([CH2:11][OH:12])[OH:13])[C:29]([CH3:32])([CH3:30])[CH3:31])[OH:34],B.CC(C)(C)C1=C(OCCC(O)C(O)=O)C(C(C)(C)C)=CC(SC(C)(C)SC=2C=C(C(=C(C=2)C(C)(C)C)O)C(C)(C)C)=C1.[H].[H].[H].[H]>>CC(C)(C)C=1C(=C(C=C(C=1)SC(C)(C)SC=2C=C(C(C)(C)C)C(=C(C(C)(C)C)C=2)OCCC(CO)O)C(C)(C)C)O.B.O,[],[BH3:42].[CH3:2][C:1]([CH3:3])([CH3:4])[C:5]1=[C:6]([O:7][CH2:8][CH2:9][CH:10]([OH:13])[C:11]([OH:12])=[O:43])[C:14]([C:15]([CH3:16])([CH3:17])[CH3:18])=[CH:19][C:20]([S:21][C:22]([CH3:24])([CH3:23])[S:25][C:26]=2[CH:40]=[C:35]([C:33](=[C:28]([CH:27]=2)[C:29]([CH3:32])([CH3:30])[CH3:31])[OH:34])[C:36]([CH3:37])([CH3:38])[CH3:39])=[CH:41]1>>[CH3:37][C:36]([CH3:38])([CH3:39])[C:35]=1[C:33](=[C:28]([CH:27]=[C:26]([CH:40]=1)[S:25][C:22]([CH3:24])([CH3:23])[S:21][C:20]=2[CH:19]=[C:14]([C:15]([CH3:16])([CH3:17])[CH3:18])[C:6](=[C:5]([C:1]([CH3:2])([CH3:3])[CH3:4])[CH:41]=2)[O:7][CH2:8][CH2:9][CH:10]([CH2:11][OH:12])[OH:13])[C:29]([CH3:32])([CH3:30])[CH3:31])[OH:34].[BH2:42][OH:43],False,False,unbalanced,
877,['Jaworski_352'],['Jaworski'],CCl.CC(C)S(=O)(=O)NCC(C)(F)c1ccc(cc1)-c1cccc(N)c1.ClS(Cl)(=O)=O>>CC(C)S(=O)(=O)NCC(C)(F)c1ccc(cc1)-c1cccc(NS(C)(=O)=O)c1,nan,['CC(C)S(=O)(=O)NCC(C)(F)c1ccc(-c2cccc(N)c2)cc1.O=S(=O)(Cl)Cl.CCl>>CC(C)S(=O)(=O)NCC(C)(F)c1ccc(-c2cccc(NS(C)(=O)=O)c2)cc1'],CCl.CC(C)S(=O)(=O)NCC(C)(F)c1ccc(cc1)-c1cccc(N)c1.ClS(Cl)(=O)=O>>CC(C)S(=O)(=O)NCC(C)(F)c1ccc(cc1)-c1cccc(NS(C)(=O)=O)c1.Cl.Cl.Cl,False,False,unbalanced,
883,['golden_dataset_1470'],['golden_dataset'],[Br:15][C:1]=1[CH:6]=[CH:5][CH:4]=[C:9]([CH3:10])[CH:8]=1.[CH2:3]([CH3:7])[C:2]#[N:16].[I:13][I:14].[O:19]=[S:18](=[O:20])([OH:17])[OH:11].[Mg:12]=[O:21]>>[CH2:3]([C:2]([C:1]=1[CH:6]=[CH:5][CH:4]=[C:9]([CH3:10])[CH:8]=1)=[O:11])[CH3:7],nan,['O=S(=O)(O)O.CCC#N.Cc1cccc(Br)c1.O=[Mg].II>>CCC(=O)c1cccc(C)c1'],[Br:15][C:1]=1[CH:6]=[CH:5][CH:4]=[C:9]([CH3:10])[CH:8]=1.[CH2:3]([CH3:7])[C:2]#[N:16].[I:13][I:14].[O:19]=[S:18](=[O:20])([OH:17])[OH:11].[Mg:12]=[O:21]>>[CH2:3]([C:2]([C:1]=1[CH:6]=[CH:5][CH:4]=[C:9]([CH3:10])[CH:8]=1)=[O:11])[CH3:7].[Mg:12]([Br:15])[I:13].[I:14].[NH2:16][S:18](=[O:19])(=[O:20])[OH:17].[OH:11],False,False,unbalanced,
885,['Jaworski_31'],['Jaworski'],[H][C@]12CCN(C(=O)OCC)[C@]1([H])[C@H](CCO[Si](C)(C)C(C)(C)C)[C@H](O)C=C2>>[H][C@]12CCN(C(=O)OCC)[C@]1([H])[C@H](CCO[Si](C)(C)C(C)(C)C)C=C[C@@H]2C(N)=O,NC(=O)O.[H][C@]12CCN(C(=O)OCC)[C@]1([H])[C@H](CCO[Si](C)(C)C(C)(C)C)[C@H](O)C=C2>>[H][C@]12CCN(C(=O)OCC)[C@]1([H])[C@H](CCO[Si](C)(C)C(C)(C)C)C=C[C@@H]2C(N)=O,[],[H][C@]12CCN(C(=O)OCC)[C@]1([H])[C@H](CCO[Si](C)(C)C(C)(C)C)[C@H](O)C=C2.[C-]#N.[Na+].CC(=O)O>>[H][C@]12CCN(C(=O)OCC)[C@]1([H])[C@H](CCO[Si](C)(C)C(C)(C)C)C=C[C@@H]2C(N)=O,False,False,unbalanced,
887,['Jaworski_35'],['Jaworski'],[H][C@]12CC=C[C@@]1([H])CC(=C2)[C@@]1(CCC[C@H]1CC(OC)OC)O[Si](CC)(CC)CC>>[H][C@]12CC(OC)[C@]3([H])[C@@]4([H])CC=C[C@@]4([H])C[C@]13C(=O)CCC2.CC[SiH](CC)CC,nan,['CC[Si](CC)(CC)O[C@@]1(C2=C[C@H]3CC=C[C@H]3C2)CCC[C@H]1CC(OC)OC>>COC1C[C@@H]2CCCC(=O)[C@@]23C[C@@H]2C=CC[C@@H]2[C@@H]13.CC[SiH](CC)CC'],[H][C@]12CC=C[C@@]1([H])CC(=C2)[C@@]1(CCC[C@H]1CC(OC)OC)O[Si](CC)(CC)CC>>[H][C@]12CC(OC)[C@]3([H])[C@@]4([H])CC=C[C@@]4([H])C[C@]13C(=O)CCC2.CC[SiH](CC)CC.CO,False,False,unbalanced,
890,['Jaworski_44'],['Jaworski'],CCOC=C.CC#CC1(CC1)C(C)=O.O>>CC(=O)C1=CC[C@]2(C)CC[C@]12O,[O].CC#CC1(CC1)C(C)=O.CCOC=C>>CC(=O)C1=CC[C@]2(C)CC[C@]12O.CC=O,[],CCOC=C.CC#CC1(CC1)C(C)=O.O>>CC(=O)C1=CC[C@]2(C)CC[C@]12O.CCO,True,False,balanced,
892,['Jaworski_48'],['Jaworski'],C1N=C1c1ccccc1.O=C1C(=C(C(=C1c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1>>c1ccc(cc1)C1C=NC(c2ccccc2)=C(c2ccccc2)C(c2ccccc2)=C1c1ccccc1,nan,['O=C1C(c2ccccc2)=C(c2ccccc2)C(c2ccccc2)=C1c1ccccc1.c1ccc(C2=NC2)cc1>>C1=NC(c2ccccc2)=C(c2ccccc2)C(c2ccccc2)=C(c2ccccc2)C1c1ccccc1'],C1N=C1c1ccccc1.O=C1C(=C(C(=C1c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1>>c1ccc(cc1)C1C=NC(c2ccccc2)=C(c2ccccc2)C(c2ccccc2)=C1c1ccccc1.O,False,False,unbalanced,
893,['Jaworski_73'],['Jaworski'],CC(C)([Si](C)(OC[C@H]1OC(C)(O[C@H]1[C@H](C=C)O)C)C)C.COC(OC)(OC)C>>COC(CC/C=C/[C@@H]1OC(C)(O[C@@H]1CO[Si](C)(C(C)(C)C)C)C)=O.CO,CC(C)([Si](C)(OC[C@H]1OC(C)(O[C@H]1[C@H](C=C)O)C)C)C.COC(OC)(OC)C>>COC(CC/C=C/[C@@H]1OC(C)(O[C@@H]1CO[Si](C)(C(C)(C)C)C)C)=O.CO.CO,[],CC(C)([Si](C)(OC[C@H]1OC(C)(O[C@H]1[C@H](C=C)O)C)C)C.COC(OC)(OC)C>>COC(CC/C=C/[C@@H]1OC(C)(O[C@@H]1CO[Si](C)(C(C)(C)C)C)C)=O.CO.CO,True,True,balanced,
894,['Jaworski_74'],['Jaworski'],CONC([C@H]1OC(C)(O[C@H]1/C=C/CCC(OC)=O)C)=O>>[H][C@]1([C@@]2([C@@H]3OC(C)(O[C@@H]3C(N2OC)=O)C)[H])CCC(O1)=O,CONC([C@H]1OC(C)(O[C@H]1/C=C/CCC(OC)=O)C)=O.[O]>>[H][C@]1([C@@]2([C@@H]3OC(C)(O[C@@H]3C(N2OC)=O)C)[H])CCC(O1)=O.CO,[],CONC([C@H]1OC(C)(O[C@H]1/C=C/CCC(OC)=O)C)=O>>[H][C@]1([C@@]2([C@@H]3OC(C)(O[C@@H]3C(N2OC)=O)C)[H])CCC(O1)=O.CO,False,False,unbalanced,
895,['Jaworski_77'],['Jaworski'],CCOC(=O)CCCCC(=O)OCC>>O=C1CCCC1.CCO.CCO,CCOC(=O)CCCCC(=O)OCC>>O=C1CCCC1.CCOC(=O)OCC,['CCOC(=O)CCCCC(=O)OCC>>O=C1CCCC1.CCO.CCO'],CCOC(=O)CCCCC(=O)OCC>>O=C1CCCC1.CCO.CCO.CO,False,False,unbalanced,
896,['Jaworski_88'],['Jaworski'],CCC=O>>CC\C=C(/C)C=O,CCCO.CCC=O.[O]>>CC\C=C(/C)C=O.O.O,[],CCC=O.CCC=O>>CC\C=C(/C)C=O.O,True,False,balanced,
897,['Jaworski_89'],['Jaworski'],CN1C=C(C)C(=O)NC1=O>>[H][C@]1(N(C)C(=O)NC(=O)[C@]1(C)O)C1=NC(=O)N(C)C=C1C,CN1C=C(C)C(=O)NC1=O.CN1C=C(C)C(=O)NC1=O>>[H][C@]1(N(C)C(=O)NC(=O)[C@]1(C)O)C1=NC(=O)N(C)C=C1C,[],CN1C=C(C)C(=O)NC1=O.C1CCOC1.CCOC(=O)C#N>>[H][C@]1(N(C)C(=O)NC(=O)[C@]1(C)O)C1=NC(=O)N(C)C=C1C,False,False,unbalanced,
898,['Jaworski_90'],['Jaworski'],[H]C(=O)c1ccccc1>>OC(C(=O)c1ccccc1)c1ccccc1,O=Cc1ccccc1.O=Cc1ccccc1>>OC(C(=O)c1ccccc1)c1ccccc1,[],[H]C(=O)c1ccccc1.O=Cc1ccccc1>>OC(C(=O)c1ccccc1)c1ccccc1,True,True,balanced,
899,['Jaworski_94'],['Jaworski'],[H]C(C)=O.CCC(=O)CC(=O)OC(C)C.N>>CCC1=C(C(C)C(C(=O)OC(C)C)=C(CC)N1)C(=O)OC(C)C,nan,['CCC(=O)CC(=O)OC(C)C.CC=O.N>>CCC1=C(C(=O)OC(C)C)C(C)C(C(=O)OC(C)C)=C(CC)N1'],CC=O.CCC(=O)CC(=O)OC(C)C.N>>CCC1=C(C(C)C(C(=O)OC(C)C)=C(CC)N1)C(=O)OC(C)C,False,False,unbalanced,
901,['Jaworski_104'],['Jaworski'],Cc1ccc(cc1)S(=O)(=O)N(CC=C)C1CC(C=C1)N(CC=C)S(=O)(=O)c1ccc(C)cc1>>CC1=CC=C(C=C1)S(=O)(=O)N1CC=CC1C1C=CCN1S(=O)(=O)C1=CC=C(C)C=C1,Cc1ccc(cc1)S(=O)(=O)N(CC=C)C1CC(C=C1)N(CC=C)S(=O)(=O)c1ccc(C)cc1>>CC=C.CC1=CC=C(C=C1)S(=O)(=O)N1CC=CC1C1C=CCN1S(=O)(=O)C1=CC=C(C)C=C1,['C=CCN(C1C=CC(N(CC=C)S(=O)(=O)c2ccc(C)cc2)C1)S(=O)(=O)c1ccc(C)cc1>>Cc1ccc(S(=O)(=O)N2CC=CC2C2C=CCN2S(=O)(=O)c2ccc(C)cc2)cc1'],Cc1ccc(cc1)S(=O)(=O)N(CC=C)C1CC(C=C1)N(CC=C)S(=O)(=O)c1ccc(C)cc1>>CC1=CC=C(C=C1)S(=O)(=O)N1CC=CC1C1C=CCN1S(=O)(=O)C1=CC=C(C)C=C1.CC=C,True,True,balanced,
907,['Jaworski_290'],['Jaworski'],CC(C)Cn1c(nc2c(nc(nc12)-c1cnc(N)nc1)N1CCOCC1C)N1CCNCC1.O=Cn1nnc2ccccc12>>CC(C)Cn1c(nc2c(nc(nc12)-c1cnc(N)nc1)N1CCOCC1C)N1CCN(CC1)C=O,nan,['CC(C)Cn1c(N2CCNCC2)nc2c(N3CCOCC3C)nc(-c3cnc(N)nc3)nc21.O=Cn1nnc2ccccc21>>CC(C)Cn1c(N2CCN(C=O)CC2)nc2c(N3CCOCC3C)nc(-c3cnc(N)nc3)nc21'],CC(C)Cn1c(nc2c(nc(nc12)-c1cnc(N)nc1)N1CCOCC1C)N1CCNCC1.O=Cn1nnc2ccccc12>>CC(C)Cn1c(nc2c(nc(nc12)-c1cnc(N)nc1)N1CCOCC1C)N1CCN(CC1)C=O.c1ccc2nn[nH]c2c1,True,False,balanced,
911,['Jaworski_349'],['Jaworski'],Nc1ccc-2c(Cc3cc(Br)ccc-23)c1.CCCCI>>CCCCC1(CCCC)c2cc(N)ccc2-c2ccc(Br)cc12,nan,['CCCCI.Nc1ccc2c(c1)Cc1cc(Br)ccc1-2>>CCCCC1(CCCC)c2cc(N)ccc2-c2ccc(Br)cc21'],Nc1ccc-2c(Cc3cc(Br)ccc-23)c1.CCCCI>>CCCCC1(CCCC)c2cc(N)ccc2-c2ccc(Br)cc12.[I-],False,False,unbalanced,
913,['Jaworski_371'],['Jaworski'],CCOC(=O)CC(=O)CCl.Clc1ccccc1C=O.Nc1cc[nH]n1>>Clc1ccccc1C1C2=C(COC2=O)Nc2n[nH]cc12,Nc1cc[nH]n1.CCOC(=O)CC(=O)CCl.Clc1ccccc1C=O>>Cl.Clc1ccccc1C1C2=C(COC2=O)Nc2n[nH]cc12.CCO.O,[],CCOC(=O)CC(=O)CCl.Clc1ccccc1C=O.Nc1cc[nH]n1>>Clc1ccccc1C1C2=C(COC2=O)Nc2n[nH]cc12.Cl.CCO.O,True,True,balanced,
914,['Jaworski_376'],['Jaworski'],COc1ccc2N(C)C(=O)Cc2c1.C[S+](C)(C)=O.Ic1n[nH]c2cc(C=O)ccc12>>COc1ccc2N(C)C(=O)C3(CC3c3ccc4c(I)n[nH]c4c3)c2c1,COc1ccc2N(C)C(=O)Cc2c1.C[S+](C)(C)=O.Ic1n[nH]c2cc(C=O)ccc12.[O]>>COc1ccc2N(C)C(=O)C3(CC3c3ccc4c(I)n[nH]c4c3)c2c1.C[S+](C)(=O)O.O,[],COc1ccc2N(C)C(=O)Cc2c1.C[S+](C)(C)=O.Ic1n[nH]c2cc(C=O)ccc12>>COc1ccc2N(C)C(=O)C3(CC3c3ccc4c(I)n[nH]c4c3)c2c1.CS(C)=O,False,False,unbalanced,
915,['Jaworski_632'],['Jaworski'],CO\C=C\C(=C)O[Si](C)(C)C.O=C1OC(=O)C=C1>>[H][C@]12CC(=O)C[C@@H](OC)[C@@]1([H])C(=O)OC2=O,CO\C=C\C(=C)O[Si](C)(C)C.O=C1OC(=O)C=C1.O>>[H][C@]12CC(=O)C[C@@H](OC)[C@@]1([H])C(=O)OC2=O.C[Si](C)(C)O,[],CO\C=C\C(=C)O[Si](C)(C)C.O=C1OC(=O)C=C1>>[H][C@]12CC(=O)C[C@@H](OC)[C@@]1([H])C(=O)OC2=O.C[Si](C)(C)O,False,False,unbalanced,
916,['Jaworski_26'],['Jaworski'],[H][C@]12CC(Cl)[C@](C)(C=C)C([N+]#[C-])=C1C1(Cl)C3=C(C=CC=C3)N=C1C2(C)C>>[H][C@]12C[C@@H](Cl)[C@@](C)(C=C)C([N+]#[C-])=C1[C@]1(C(=O)Nc3ccccc13)C2(C)C,[H][C@]12CC(Cl)[C@](C)(C=C)C([N+]#[C-])=C1C1(Cl)C3=C(C=CC=C3)N=C1C2(C)C.O>>[H][C@]12C[C@@H](Cl)[C@@](C)(C=C)C([N+]#[C-])=C1[C@]1(C(=O)Nc3ccccc13)C2(C)C.Cl,[],[H][C@]12CC(Cl)[C@](C)(C=C)C([N+]#[C-])=C1C1(Cl)C3=C(C=CC=C3)N=C1C2(C)C.O>>[H][C@]12C[C@@H](Cl)[C@@](C)(C=C)C([N+]#[C-])=C1[C@]1(C(=O)Nc3ccccc13)C2(C)C.Cl,True,True,balanced,
1035,['USPTO_random_class_189'],['USPTO_random_class'],CC(=O)Oc1ccc(C=CC(=O)O)cc1.CS(=O)(=O)Oc1ccc(C(=N)N)cc1C(=O)c1ccccc1>>CC(=O)Oc1ccc(C=CC(=O)Oc2ccc(C(=N)N)cc2C(=O)c2ccccc2)cc1,CC(=O)Oc1ccc(C=CC(=O)O)cc1.CS(=O)(=O)Oc1ccc(C(=N)N)cc1C(=O)c1ccccc1>>CC(=O)Oc1ccc(C=CC(=O)Oc2ccc(C(=N)N)cc2C(=O)c2ccccc2)cc1.CS(=O)(=O)O,[],CC(=O)Oc1ccc(C=CC(=O)O)cc1.CS(=O)(=O)Oc1ccc(C(=N)N)cc1C(=O)c1ccccc1>>CC(=O)Oc1ccc(C=CC(=O)Oc2ccc(C(=N)N)cc2C(=O)c2ccccc2)cc1.CS(=O)(=O)O,True,True,balanced,
1043,['USPTO_random_class_213'],['USPTO_random_class'],C=CCOc1c(C=C)cc(CO)nc1Cl>>OCc1cc2c(c(Cl)n1)OCC=C2,C=CCOc1c(C=C)cc(CO)nc1Cl.[O]>>OCc1cc2c(c(Cl)n1)OCC=C2.CC=O,[],C=CCOc1c(C=C)cc(CO)nc1Cl>>OCc1cc2c(c(Cl)n1)OCC=C2.C=C,True,False,balanced,
1060,['USPTO_random_class_245'],['USPTO_random_class'],C=CCCC(=O)N[C@@H](COC(=O)[C@@H](CC=C)NC(=O)OC(C)(C)C)c1ccc(F)cc1>>CC(C)(C)OC(=O)N[C@@H]1CC=CCCC(=O)N[C@H](c2ccc(F)cc2)COC1=O,C=CCCC(=O)N[C@@H](COC(=O)[C@@H](CC=C)NC(=O)OC(C)(C)C)c1ccc(F)cc1.[O]>>CC(C)(C)OC(=O)N[C@@H]1CC=CCCC(=O)N[C@H](c2ccc(F)cc2)COC1=O.CC=O,[],C=CCCC(=O)N[C@@H](COC(=O)[C@@H](CC=C)NC(=O)OC(C)(C)C)c1ccc(F)cc1>>CC(C)(C)OC(=O)N[C@@H]1CC=CCCC(=O)N[C@H](c2ccc(F)cc2)COC1=O.C=C,True,False,balanced,
1131,['USPTO_random_class_501'],['USPTO_random_class'],BrC(Br)(Br)Br.OCc1cccc(OCCF)c1>>FCCOc1cccc(CBr)c1,BrC(Br)(Br)Br.OCc1cccc(OCCF)c1>>FCCOc1cccc(CBr)c1.OC(Br)(Br)Br,[],BrC(Br)(Br)Br.OCc1cccc(OCCF)c1>>FCCOc1cccc(CBr)c1.O=C(O)C(Br)(Br)Br,False,False,unbalanced,
1454,['USPTO_diff_1261'],['USPTO_diff'],CCc1nc(C#N)c(N)n1CCCCNS(C)(=O)=O.ICI>>CCc1nc(C#N)c(I)n1CCCCNS(C)(=O)=O,CCc1nc(C#N)c(N)n1CCCCNS(C)(=O)=O.ICI>>CCc1nc(C#N)c(I)n1CCCCNS(C)(=O)=O.NCI,[],CCc1nc(C#N)c(N)n1CCCCNS(C)(=O)=O.ICI>>CCc1nc(C#N)c(I)n1CCCCNS(C)(=O)=O.CI.N,False,False,unbalanced,
1455,['USPTO_diff_1262'],['USPTO_diff'],COC(=O)c1ccc(-c2cc(N)n(-c3ccc(C(=O)N4CCN(C)CC4)cc3)n2)cc1.ICI>>COC(=O)c1ccc(-c2cc(I)n(-c3ccc(C(=O)N4CCN(C)CC4)cc3)n2)cc1,COC(=O)c1ccc(-c2cc(N)n(-c3ccc(C(=O)N4CCN(C)CC4)cc3)n2)cc1.ICI>>COC(=O)c1ccc(-c2cc(I)n(-c3ccc(C(=O)N4CCN(C)CC4)cc3)n2)cc1.NCI,[],COC(=O)c1ccc(-c2cc(N)n(-c3ccc(C(=O)N4CCN(C)CC4)cc3)n2)cc1.ICI>>COC(=O)c1ccc(-c2cc(I)n(-c3ccc(C(=O)N4CCN(C)CC4)cc3)n2)cc1.HI.N,False,False,unbalanced,
1456,['USPTO_diff_1263'],['USPTO_diff'],CCOC(=O)c1cc(Cl)c(N)c(OC)c1.ICI>>CCOC(=O)c1cc(Cl)c(I)c(OC)c1,CCOC(=O)c1cc(Cl)c(N)c(OC)c1.ICI>>CCOC(=O)c1cc(Cl)c(I)c(OC)c1.NCI,[],CCOC(=O)c1cc(Cl)c(N)c(OC)c1.ICI>>CCOC(=O)c1cc(Cl)c(I)c(OC)c1.CI.N,False,False,unbalanced,
1506,['USPTO_diff_1313'],['USPTO_diff'],CC(C)(C)C#CCCO.ClC(Cl)(Cl)Cl>>CC(C)(C)C#CCCCl,CC(C)(C)C#CCCO.ClC(Cl)(Cl)Cl>>OC(Cl)(Cl)Cl.CC(C)(C)C#CCCCl,[],CC(C)(C)C#CCCO.ClC(Cl)(Cl)Cl>>CC(C)(C)C#CCCCl.C(Cl)(Cl)Cl.O,False,False,unbalanced,
1507,['USPTO_diff_1314'],['USPTO_diff'],ClC(Cl)(Cl)Cl.O[C@@H]1CCN(Cc2ccccc2)C1>>Cl[C@H]1CCN(Cc2ccccc2)C1,ClC(Cl)(Cl)Cl.O[C@@H]1CCN(Cc2ccccc2)C1>>OC(Cl)(Cl)Cl.Cl[C@H]1CCN(Cc2ccccc2)C1,[],ClC(Cl)(Cl)Cl.O[C@@H]1CCN(Cc2ccccc2)C1>>Cl[C@H]1CCN(Cc2ccccc2)C1.O=C(Cl)C(Cl)(Cl)Cl,False,False,unbalanced,
1528,['USPTO_diff_1336'],['USPTO_diff'],C#C[Si](C)(C)C.Cc1ccc([C@@]2(O)O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]2OCc2ccccc2)cc1Cc1ccc(OS(=O)(=O)C(F)(F)F)cc1>>Cc1ccc([C@@]2(O)O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]2OCc2ccccc2)cc1Cc1ccc(C#C[Si](C)(C)C)cc1,C#C[Si](C)(C)C.Cc1ccc([C@@]2(O)O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]2OCc2ccccc2)cc1Cc1ccc(OS(=O)(=O)C(F)(F)F)cc1>>Cc1ccc([C@@]2(O)O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]2OCc2ccccc2)cc1Cc1ccc(C#C[Si](C)(C)C)cc1.O=S(=O)(O)C(F)(F)F,[],C#C[Si](C)(C)C.Cc1ccc([C@@]2(O)O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]2OCc2ccccc2)cc1Cc1ccc(OS(=O)(=O)C(F)(F)F)cc1.CCN(CC)CC>>Cc1ccc([C@@]2(O)O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]2OCc2ccccc2)cc1Cc1ccc(C#C[Si](C)(C)C)cc1.O=S(=O)([O-])C(F)(F)F.[Na+],False,False,unbalanced,
1535,['USPTO_diff_1343'],['USPTO_diff'],BrC(Br)(Br)Br.O=C1CC(CO)CN1c1ccc(F)cc1>>O=C1CC(CBr)CN1c1ccc(F)cc1,BrC(Br)(Br)Br.O=C1CC(CO)CN1c1ccc(F)cc1>>O=C1CC(CBr)CN1c1ccc(F)cc1.OC(Br)(Br)Br,[],BrC(Br)(Br)Br.O=C1CC(CO)CN1c1ccc(F)cc1>>O=C1CC(CBr)CN1c1ccc(F)cc1.O=C(O)C(Br)(Br)Br,False,False,unbalanced,
1547,"['USPTO_diff_1356', 'USPTO_unbalance_class_274']","['USPTO_unbalance_class', 'USPTO_diff']",COC(=O)C1CCCCCC1=O.COC(=O)c1cc(N)cc(F)c1>>COC(=O)c1cc(F)cc2[nH]c3c(c(=O)c12)CCCCC3,COC(=O)c1cc(N)cc(F)c1.COC(=O)C1CCCCCC1=O>>COC(=O)c1cc(F)cc2[nH]c3c(c(=O)c12)CCCCC3.O.CO,[],COC(=O)C1CCCCCC1=O.COC(=O)c1cc(N)cc(F)c1>>COC(=O)c1cc(F)cc2[nH]c3c(c(=O)c12)CCCCC3.CO,False,False,unbalanced,
1549,"['USPTO_diff_1358', 'USPTO_unbalance_class_283']","['USPTO_unbalance_class', 'USPTO_diff']",CCC(=O)C(Cc1ccc(C(=O)N2CCCC2)cc1)C(=O)OC.COC(=O)COc1ccc(Cl)c(N)c1>>CCc1[nH]c2c(Cl)ccc(OCC(=O)OC)c2c(=O)c1Cc1ccc(C(=O)N2CCCC2)cc1,COC(=O)COc1ccc(Cl)c(N)c1.CCC(=O)C(Cc1ccc(C(=O)N2CCCC2)cc1)C(=O)OC>>O.CCc1[nH]c2c(Cl)ccc(OCC(=O)OC)c2c(=O)c1Cc1ccc(C(=O)N2CCCC2)cc1.CO,[],CCC(=O)C(Cc1ccc(C(=O)N2CCCC2)cc1)C(=O)OC.COC(=O)COc1ccc(Cl)c(N)c1>>CCc1[nH]c2c(Cl)ccc(OCC(=O)OC)c2c(=O)c1Cc1ccc(C(=O)N2CCCC2)cc1.CO,False,False,unbalanced,
